store_name,location,event_type,event_date,status,short_description,article_link,published_date,source_batch,Date_Appended
McDonald's (Kingsteignton),"Former Beefeater / The Grandstand site, Kingsteignton (address not specified)",Opening,"Not specified (planning decision due by July 8, 2026)",planning application submitted; awaiting decision by July 8,"McDonald's has submitted a planning application (reference 26/00677/FUL) to open a new restaurant in the former Beefeater site known as The Grandstand in Kingsteignton, which closed in July 2024. The application seeks permission for alterations including replacement HVAC, a new entrance, full interior refurbishment, and a new kitchen. Teignbridge Council is due to make a decision by July 8.",https://www.dawlish-today.co.uk/articles/mcdonald-s-to-open-new-restaurant-in-kingsteignton-s-former-beefeater-907052,2026-05-14 15:34:47,newsbatch_7_output,2026-05-15
Escapology (Park North expansion),"602 NW Loop 410, Suite 142, San Antonio, TX",Opening,September 2026,planned for September 2026,"Escapology is expanding its existing Park North location in San Antonio by taking over an adjacent 2,000-square-foot shell space. The expansion will add two new high-tech game rooms and two party rooms to increase capacity for larger groups and corporate events. The opening is planned for September 2026 after facing delays from construction and permitting processes.",https://whatnow.com/san-antonio/retail/escapology-expanding-park-north-san-antonio-location-with-new-high-tech-escape-rooms-and-party-spaces/,2026-05-14 15:29:54,newsbatch_8_output,2026-05-15
Brickstone Brewhouse & Tavern,"1736 Broadway, Raynham, MA",Opening,"May 25, 2026",will open its doors for the first time at 4 p.m. May 25,"Brickstone Brewhouse & Tavern will open for the first time at 4 p.m. on May 25 at 1736 Broadway in Raynham. The restaurant will offer 24 beers on tap, handcrafted cocktails, brick oven pizzas, Wagyu burgers, and comfort food in a social, family-friendly atmosphere. The team has been sharing menu previews and staff introductions on social media ahead of opening day.",https://www.aol.com/articles/raynham-restaurant-brickstone-brewhouse-set-151303130.html,2026-05-14 15:19:17,newsbatch_8_output,2026-05-15
Restaurant Foraged at Patowmack Farm,"42461 Lovettsville Rd., Lovettsville, VA",Opening,"May 14, 2026",officially opens,"Restaurant Foraged at Patowmack Farm, led by chef Chris Amendola, officially opened on May 14, 2026, in the space formerly occupied by Restaurant at Patowmack Farm, which closed at the end of August 2025. The farm-to-table concept features a five-course tasting menu centered on locally sourced, hyper-seasonal ingredients from the farm and nearby producers. A grand opening event is planned for May 21, 2026.",https://northernvirginiamag.com/food-and-drink/food-news/2026/05/14/2-highly-anticipated-fine-dining-restaurants-are-opening-in-northern-virginia/,2026-05-14 15:01:50,newsbatch_8_output,2026-05-15
Restaurant at Patowmack Farm,"42461 Lovettsville Rd., Lovettsville, VA",Closing,End of August 2025,closed at the end of August 2025,"The former Restaurant at Patowmack Farm closed at the end of August 2025 after being a mainstay on Northern Virginia Magazine's annual 50 Best Restaurants list, reaching the No. 1 spot in 2024. Its space has since been taken over by the new Restaurant Foraged at Patowmack Farm concept.",https://northernvirginiamag.com/food-and-drink/food-news/2026/05/14/2-highly-anticipated-fine-dining-restaurants-are-opening-in-northern-virginia/,2026-05-14 15:01:50,newsbatch_8_output,2026-05-15
Clarity (Reston),"Reston, VA (full address not specified)",Opening,May 2026,set to open this month,"Clarity, described as a modern American restaurant, is set to open this month at a new Reston, Virginia location. The article provides no further address details or specific opening date beyond ""this month.""",https://northernvirginiamag.com/food-and-drink/food-news/2026/05/14/2-highly-anticipated-fine-dining-restaurants-are-opening-in-northern-virginia/,2026-05-14 15:01:50,newsbatch_8_output,2026-05-15
"Wawa (Clarksville, TN)","Clarksville, TN (full address not specified)",Opening,"June 18, 2026",will open on June 18,"Wawa will open its first convenience store in Tennessee on June 18, 2026, in Clarksville, a city approximately 50 miles northwest of Nashville. The opening comes about four years after the retailer first announced plans to enter Tennessee in June 2022. Tennessee will mark Wawa's 14th state of operation.",https://www.cstoredive.com/news/wawa-to-open-first-tennessee-c-store-in-june/820186/,2026-05-14 14:23:42,newsbatch_8_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,"Article covers asylum seekers being relocated from the Brook Hotel in Bowthorpe to properties in Watton, Norfolk. No retail or restaurant opening or closure information is present.",https://www.edp24.co.uk/news/26105268.asylum-seekers-moved-brook-hotel-bowthorpe/,2026-05-14 14:10:00,newsbatch_8_output,2026-05-15
The North Face (Leawood),"Leawood, KS (full address not specified)",Closing,Not specified,closes Leawood store,"Article could not be fetched (403 Forbidden). Title indicates The North Face has closed its Leawood store, leaving Johnson County. Title-only extraction.",https://johnsoncountypost.com/2026/05/14/leawood-the-north-face-closes-286273/,2026-05-14 14:00:25,newsbatch_8_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,Article could not be fetched (robots.txt disallowed). No content available for extraction.,https://www.msn.com/en-us/travel/news/four-seasons-resort-and-residences-puerto-rico-ready-to-open-doors-this-november-how-to-book/ar-AA1NiSqH,2026-05-14 13:39:17,newsbatch_8_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,"Article discusses broader NYC restaurant closure trends without naming a specific qualifying business, address, or confirmed event date. No extractable business meets the required fields.",https://airguide.info/nyc-restaurant-closure-iconic-manhattan-restaurants/,2026-05-14 13:33:15,newsbatch_8_output,2026-05-15
Target (Verrado Marketplace),"Verrado Marketplace, Buckeye, AZ (full address not specified)",Opening,"May 17, 2026",will be the first anchor tenant to open on May 17,"Seven new tenants will open this month at Verrado Marketplace, a 500,000-square-foot shopping center in Buckeye, approximately 35 miles outside Phoenix. Target, spanning 148,000 square feet, will be the first anchor tenant to open on May 17. Additional tenants including Buckle, Ulta Beauty, Bath & Body Works, Famous Footwear, Marshalls, and HomeGoods are also in the first wave of openings.",https://rebusinessonline.com/seven-new-tenants-to-open-at-verrado-marketplace-shopping-center-in-metro-phoenix/,2026-05-14 13:14:12,newsbatch_8_output,2026-05-15
Buckle (Verrado Marketplace),"Verrado Marketplace, Buckeye, AZ (full address not specified)",Opening,May 2026,will open this month,"Buckle is among seven new tenants opening this month at Verrado Marketplace in Buckeye, AZ as part of the first wave of the 500,000-square-foot shopping center's openings. No specific date beyond May 2026 is provided for Buckle.",https://rebusinessonline.com/seven-new-tenants-to-open-at-verrado-marketplace-shopping-center-in-metro-phoenix/,2026-05-14 13:14:12,newsbatch_8_output,2026-05-15
Ulta Beauty (Verrado Marketplace),"Verrado Marketplace, Buckeye, AZ (full address not specified)",Opening,May 2026,will open this month,"Ulta Beauty is among seven new tenants opening this month at Verrado Marketplace in Buckeye, AZ as part of the first wave of the 500,000-square-foot shopping center's openings. No specific date beyond May 2026 is provided for Ulta Beauty.",https://rebusinessonline.com/seven-new-tenants-to-open-at-verrado-marketplace-shopping-center-in-metro-phoenix/,2026-05-14 13:14:12,newsbatch_8_output,2026-05-15
Bath & Body Works (Verrado Marketplace),"Verrado Marketplace, Buckeye, AZ (full address not specified)",Opening,May 2026,will open this month,"Bath & Body Works is among seven new tenants opening this month at Verrado Marketplace in Buckeye, AZ as part of the first wave of the 500,000-square-foot shopping center's openings. No specific date beyond May 2026 is provided for Bath & Body Works.",https://rebusinessonline.com/seven-new-tenants-to-open-at-verrado-marketplace-shopping-center-in-metro-phoenix/,2026-05-14 13:14:12,newsbatch_8_output,2026-05-15
Famous Footwear (Verrado Marketplace),"Verrado Marketplace, Buckeye, AZ (full address not specified)",Opening,May 2026,will open this month,"Famous Footwear is among seven new tenants opening this month at Verrado Marketplace in Buckeye, AZ as part of the first wave of the 500,000-square-foot shopping center's openings. No specific date beyond May 2026 is provided for Famous Footwear.",https://rebusinessonline.com/seven-new-tenants-to-open-at-verrado-marketplace-shopping-center-in-metro-phoenix/,2026-05-14 13:14:12,newsbatch_8_output,2026-05-15
Marshalls (Verrado Marketplace),"Verrado Marketplace, Buckeye, AZ (full address not specified)",Opening,May 2026,will open this month,"Marshalls is among seven new tenants opening this month at Verrado Marketplace in Buckeye, AZ. No specific date beyond May 2026 is provided for Marshalls.",https://rebusinessonline.com/seven-new-tenants-to-open-at-verrado-marketplace-shopping-center-in-metro-phoenix/,2026-05-14 13:14:12,newsbatch_8_output,2026-05-15
HomeGoods (Verrado Marketplace),"Verrado Marketplace, Buckeye, AZ (full address not specified)",Opening,May 2026,will open this month,"HomeGoods is among seven new tenants opening this month at Verrado Marketplace in Buckeye, AZ. No specific date beyond May 2026 is provided for HomeGoods.",https://rebusinessonline.com/seven-new-tenants-to-open-at-verrado-marketplace-shopping-center-in-metro-phoenix/,2026-05-14 13:14:12,newsbatch_8_output,2026-05-15
Jollyes (Lincoln),"Unit one, Moorlands Centre, Lincoln, UK (full address not specified)",Opening,"May 15, 2026","officially opening on Friday, May 15","Jollyes pet store will officially open at the Moorlands Centre in Lincoln on Friday, May 15, 2026, with a ribbon-cutting ceremony at 12 p.m. attended by Deputy Mayor Clare Smalley. The store had a soft opening on Thursday, May 14, and has created seven new jobs in the area. Jollyes is described as the UK's only pet specialist discounter and will offer a raw food frozen shop-in-shop.",https://www.lincolnshirelive.co.uk/whats-on/shopping/gallery/8-photos-show-inside-new-10965989,2026-05-14 13:06:00,newsbatch_8_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,"Article body returned only a navigation/menu page with no article text. Title indicates Home Restaurant in Branford, CT is closing after 14 years but no content was available to extract.",https://www.theconnecticutscoop.com/all-new-haven-county-posts/branford-scoop-home-restaurant-closing-in-branford-after-14-years,2026-05-14 13:04:47,newsbatch_8_output,2026-05-15
J.Crew Factory (Williston),"Maple Tree Place, Walnut Street, Williston, VT (full address not specified)",Opening,"May 15, 2026 (Thursday)",debuted,"J.Crew debuted a factory store in Williston, Vermont on Thursday at Maple Tree Place on Walnut Street, featuring men's and women's apparel at a discount. The store joins other retailers including Old Navy and Best Buy at the open-air shopping center. Grand opening promotions and in-store events were planned for opening day.",https://www.wcax.com/2026/05/14/jcrew-factory-opens-discount-store-williston/,2026-05-14 13:00:00,newsbatch_8_output,2026-05-15
Cub Foods (Rochester NW),"2480 Scott Road NW, Rochester, MN",Closing,"May 30, 2026",set to close on May 30,"Cub Foods at 2480 Scott Road NW in northwest Rochester, Minnesota is in its final days and set to close on May 30, just two years after the store opened. Store hours have changed to 7 a.m. to 10 p.m. during the transition period ahead of closure. The closure is part of a broader restructuring strategy at Cub Foods to streamline operations and close underperforming stores.",https://www.pennlive.com/life/2026/05/longtime-grocery-chain-closing-store-just-2-years-after-opening.html,2026-05-14 13:00:00,newsbatch_8_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,"Article body returned only unrelated content about Las Iguanas' debt crisis in the UK, not matching the title about Acapulco Mexican Restaurant closures. No extractable qualifying business content available.",https://rollingout.com/2026/05/14/acapulco-mexican-restaurant-closes-38/,2026-05-14 12:46:17,newsbatch_8_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,Article could not be fetched (robots.txt disallowed). No content available for extraction.,https://www.msn.com/en-us/money/general/figs-the-quaint-byob-in-fairmount-is-closing-after-25-years-and-a-new-restaurant-is-moving-in/ar-AA22esRK,2026-05-14 12:41:05,newsbatch_8_output,2026-05-15
Ometeo,"Peabody Union, South Bank neighborhood, Nashville, TN (full address not specified)",Opening,Summer 2027,set to open in summer 2027,"Longshot Hospitality will open Ometeo, a Texas-Mexican cuisine restaurant, at Peabody Union in Nashville's South Bank neighborhood in summer 2027. The restaurant is a partnership between Longshot Hospitality's Jeremy Carman and ""Top Chef"" winner Gabe Erales, and will be the group's first Tennessee restaurant. Peabody Union is a mixed-use development that will also house Starbucks's Nashville office.",https://www.aol.com/news/longshot-hospitality-open-nashville-restaurant-100512988.html,2026-05-14 10:30:51,newsbatch_8_output,2026-05-15
